Dates,text,label
24-Nov-16,Here are some stock ideas from Amit Gupta,1
23-Nov-16,"Buy Ceat, DLF, LIC Housing, Tata Comm; sell Kotak Bank: Thacker",1
22-Nov-16,"Sell BoI, SBI, Kotak Bank; buy ONGC, Divis Lab: Ashwani Gujral",1
21-Nov-16,"Short Kotak Mahindra Bank, Karnataka Bank: Mitesh Thacker",1
21-Nov-16,Kotak Mahindra Bank may slip to Rs 722: Mitesh Thacker,1
16-Nov-16,"Tulsian's take on markets, private banks, NBFC stocks and others",1
16-Nov-16,"Buy TCS, Infosys; sell Kotak Mahindra Bank, SRF: Ashwani Gujral",1
16-Nov-16,"Sell Aurobindo Pharma, Kotak Bank; buy Tata Global: Gujral",1
16-Nov-16,"Buy Bharat Forge, Power Grid, SBI; sell IGL: Mitesh Thacker",1
11-Nov-16,Kotak Mahindra Bank gets RBI nod for DIFC branch,1
10-Nov-16,"Buy Kotak Bank, Power Grid, Lupin, Ceat, GAIL India: Thacker",1
09-Nov-16,"Buy Asian Paints, SBI, Maruti Suzuki: Ashwani Gujral",1
09-Nov-16,"Sell Tata Steel, CESC: Sudarshan Sukhani",1
07-Nov-16,"UK, coming out of EU, needs a nation like India: Sunil Mittal",1
04-Nov-16,"Sell JSW Energy, Asian Paints; buy Ashok Leyland: Gujral",1
03-Nov-16,Hold Kotak Mahindra Bank; target of Rs 770: Edelweiss,1
02-Nov-16,Hold Kotak Mahindra Bank; target of Rs 810: Axis Direct,1
01-Nov-16,"Buy Century Textiles, Dish TV, Jet Airways: Mitesh Thacker",0
28-Oct-16,"Buy Kotak Mahindra Bank, Maruti Suzuki: Parag Thakkar",0
26-Oct-16,"Buy Delta Corp, Sun TV, Exide Industries: Ashwani Gujral",1
25-Oct-16,"Kotak Mahindra Bank Q2 profit jumps 43%, asset quality steady",1
25-Oct-16,"Buy Kotak Bank, Arvind, Greaves Cotton, Muthoot Finance: Thacker",1
24-Oct-16,"Kotak Bank Q2 profit seen up 36%, loan growth may be 16-17%",0
24-Oct-16,"Buy Engineers India, Kotak Bank, Tata Motors: Mitesh Thacker",0
17-Oct-16,"Sell NCC, SRF; buy UPL: Ashwani Gujral",0
17-Oct-16,"Sell Bajaj Auto, Bata, CESC; buy IOC, L&T Finance: Gujral",0
13-Oct-16,"Bullish on Infosys, HCL Tech, Persistent Systems: Parag Thakkar",0
10-Oct-16,"Tulsian more upbeat on midcap steel than largecap, here's why",0
06-Oct-16,"Canara Bank, Kotak Bank cut lending rates by up to 0.1%",0
30-Sep-16,Kotak Mahindra Bank to acquire BSS Microfinance for Rs 139 cr,1
30-Sep-16,"Look at largecap, IT stocks: Parag Thakkar",1
30-Sep-16,"Pick Tata Motors DVR, Vinati Organics: Parag Thakkar",1
29-Sep-16,"ING sells 2.5% stake in Kotak Mahindra Bank for Rs 3,653 crore",1
28-Sep-16,ING likely to sell $300 million Kotak Mahindra stake: Term Sheet,1
28-Sep-16,Investors upbeat over India's reforms push: BCG,1
28-Sep-16,Here are a few investment ideas from SP Tulsian,1
27-Sep-16,"Kotak Mahindra Bank Q2 results on Oct 25, 2016",0
27-Sep-16,Kotak PE sells 5.73% stake in Minda Corp for Rs 120 cr,0
22-Sep-16,Overall value of top 50 brands dips 2% this year: Report,1
20-Sep-16,"Buy Aurobindo Pharma, RIL, Arvind; sell Pidilite: Taparia",1
19-Sep-16,Alibaba. com enters into agreements for TFC program in India,1
16-Sep-16,Kotak Mahindra Bank appoints Uday Chander Khanna as additional director,1
09-Sep-16,"Tulsian's view on Spicejet, Yes Bank, Cairn, Vedanta & others",1
07-Sep-16,Here are some stock ideas from SP Tulsian,1
06-Sep-16,"Buy Bharat Forge, Maruti, Apollo Tyres, BoB: Chandan Taparia",1
02-Sep-16,NPA issue in banks far from over; better mechanism needed: Pros,1
02-Sep-16,"Buy ICICI Bank 270 Call, Kotak Mahindra Bank 820 Call: VK Sharma",1
01-Sep-16,CPPIB gets RBI nod for raising stake in Kotak Bank,1
31-Aug-16,"Buy Bajaj Finserv, PFC, Kotak Mahindra Bank: Ashwani Gujral",0
31-Aug-16,"Enter Delta Corp, says Ashwani Gujral",0
31-Aug-16,Will keep Kotak Mahindra Bank & RBL on my radar: SP Tulsian,0
31-Aug-16,"Buy Kotak Bank, Karnataka Bank, OBC, PTC India: Mitesh Thacker",0
30-Aug-16,CPPIB gets RBI nod to up stake in Kotak Mahindra Bank upto 10%,0
29-Aug-16,NBCC share sale: 8 merchant bankers vie to manage the show,0
26-Aug-16,"Buy Indiabulls Housing, Kotak Bank; short L&T: Chaturmohta",0
26-Aug-16,"Go long in Kotak Mahindra Bank, short Nifty: Amit Gupta",0
24-Aug-16,"Buy Tata Chem, Reliance Capital, Kotak Mahindra Bank: VK Sharma",0
19-Aug-16,Buy Kotak Mahindra Bank above Rs 787; sell Lupin: Mitesh Thacker,0
18-Aug-16,"Buy Kotak Bank, KPIT Tech, Engineers India: Mitesh Thacker",0
18-Aug-16,"Buy Kotak Mahindra Bank, Atul, Tata Sponge: Ashwani Gujral",0
11-Aug-16,Daily wrap-up: News from the world of business,0
11-Aug-16,"Buy L&T Finance, Kotak Bank, Britannia: Ashish Chaturmohta",0
09-Aug-16,"Go long in private banks; short PSU banks, short IFCI: Thacker",0
08-Aug-16,"Go long in L&T Fin, Kotak Bank, Jain Irrigation: Chaturmohta",0
03-Aug-16,"Kotak Mahindra Bank to raise Rs 5,000 cr",0
01-Aug-16,Here are a few stock ideas from Ajay Bodke,0
29-Jul-16,"Buy Kotak Mahindra Bank, Page Industries: Manas Jaiswal",0
27-Jul-16,Nationalise pvt banks not doing fin inclusion agenda: BJP MP,0
26-Jul-16,Accumulate Kotak Mahindra Bank; target of Rs 760: KR Choksey,0
25-Jul-16,Hold Kotak Mahindra Bank; target of Rs 750: ICICI Direct,0
25-Jul-16,Hold Kotak Mahindra Bank; target of Rs 753: Edelweiss,0
25-Jul-16,"Buy Ceat, Dr Reddy's, CONCOR, Vedanta: Sudarshan Sukhani",0
22-Jul-16,Buy Kotak Mahindra Bank; target of Rs 900: Religare,0
22-Jul-16,Buy Kotak Mahindra Bank; target of Rs 850:Prabhudas Lilladher,0
21-Jul-16,"Kotak Mahindra Bank to raise Rs 5,000 cr via bonds",0
21-Jul-16,"Kotak Mahindra Bank Q1 profit jumps 4-fold, NII below estimates",0
21-Jul-16,Kotak Mahindra Bank: Outcome of board meeting,0
20-Jul-16,Kotak Mahindra Bank Q1 profit may jump 4-fold to Rs 761 cr,0
15-Jul-16,"Buy Tata Steel, Kotak Bank, ICICI Bank: Manish Hathiramani",1
15-Jul-16,Here are a few stock ideas from Prakash Diwan,1
14-Jul-16,Find out why Tulsian is bullish on logistics stocks,1
14-Jul-16,"Buy Hexaware Tech, Kotak Mahindra Bank, UPL: Sandeep Wagle",1
13-Jul-16,"Buy Exide, Kotak Bank; sell Indiabulls Real Estate: Wagle",1
13-Jul-16,"Buy Gujarat Industries, Kotak Bank; sell HDIL: Ashwani Gujral",1
13-Jul-16,"RIL, Kotak Mahindra Bank may head higher: Sudarshan Sukhani",1
12-Jul-16,Here are a few investment ideas from Prakash Diwan,1
11-Jul-16,"Buy Kotak Bank, Hero MotoCorp, Tata Motors DVR: Sandeep Wagle",0
08-Jul-16,Book some profits in IndusInd Bank: Nooresh Merani,0
05-Jul-16,Here are Sanjiv Bhasin's top trading ideas,0
30-Jun-16,7th Pay hike may raise consumption to 8%: Stocks you can buy now,0
29-Jun-16,"Exit Rana Sugars, prefer private sector banks: Gaurang Shah",0
29-Jun-16,"Kotak Mahindra Bank's Q1 results on July 21, 2016",0
27-Jun-16,"With 31% jump, HDFC Bank's Aditya Puri top gainer in salary hike",0
23-Jun-16,"Buy Kotak Mahindra Bank, Tata Steel, Tata Motors: Ashwani Gujral",0
16-Jun-16,"Exit UCO Bank, says Ashu Madan",0
16-Jun-16,"Buy YES Bank, IndusInd Bank, HDFC Bank on dips: Ashwani Gujral",0
16-Jun-16,"Buy HPCL, target Rs 945; prefer HDFC Bank: Ashwani Gujral",0
16-Jun-16,"ITC may test Rs 366, Maruti Rs 4300, Kotak Bank Rs 780: Gaba",0
15-Jun-16,"Prefer IndusInd Bank, YES Bank, Kotak Bank: Dipan Mehta",0
14-Jun-16,"Buy Kesoram Industries, NIIT Technologies: Ashwani Gujral",0
13-Jun-16,Accumulate KMB; target of Rs 850: Prabhudas Lilladher,0
13-Jun-16,"Buy BPCL, Kotak Mahindra Bank; sell Jet Airways: Ashwani Gujral",0
07-Jun-16,Positive on Kotak Mahindra Bank: SP Tulsian,1
07-Jun-16,Super Six: Top chart picks for today,1
06-Jun-16,"Buy Dabur, Kotak Mahindra Bank; sell Glenmark: Sandeep Wagle",1
06-Jun-16,"Godrej Ind may test Rs 368-370, M&M Rs 1390: Hemant Thukral",1
06-Jun-16,New NPAs to decline 40% in FY17; prefer private sector banks: MS,1
06-Jun-16,"Kotak Mahindra Bank may test Rs 780, HUL Rs 900: Prakash Gaba",1
03-Jun-16,Buy Kotak Mahindra Bank; sell Lupin: Sandeep Wagle,1
03-Jun-16,"Buy UPL, M&M Financial, SKS Micro on dips: Ashwani Gujral",1
03-Jun-16,Why Prabhudas Lilladher is bullish on these stocks,1
02-Jun-16,"SP Tulsian۪s views on Godrej Cons, Coal India & pvt, PSU banks",1
02-Jun-16,"Buy Indian Hotels, Kotak Bank; sell HCL Tech: Sahil Kapoor",1
01-Jun-16,"Ujjivan, UPL, Pidilite good long term bets: Mehraboon Irani",1
01-Jun-16,"Prefer Kotak Mahindra Bank, target Rs 800: Amit Gupta",1
31-May-16,"Buy SBI, Kotak Bank, Bharti Airtel, Bajaj Auto: Rahul Mohindar",0
30-May-16,Super Six buying ideas for May 30,0
27-May-16,HDFC among world's top 10 consumer financial services company,0
27-May-16,"Buy Kotak Bank, AB Nuvo, Bajaj Finance: Manish Hathiramani",0
27-May-16,"Buy ACC, Axis Bank, Kotak Bank, Motherson Sumi: Gujral",0
26-May-16,"Buy Strides Shasun, Indiabulls Housing, Siemens: Ashwani Gujral",0
24-May-16,Super Six: Top chart picks for May 24,0
20-May-16,Hold Kotak Mahindra; target of Rs 713: Geojit BNP Paribas,0
18-May-16,Cisco outlines digital initiatives adopted by the BFSI sector,0
18-May-16,Kotak Mahindra Prime to raise Rs 400 cr via NCDs,0
17-May-16,"Kotak Bank may test Rs 728, Axis Bank Rs 509: Rajat Bose",0
17-May-16,"Buy Bharti Airtel, HDIL, Ajanta Pharma: Ashwani Gujral",0
16-May-16,"Buy IndusInd Bank, JSW Steel: Ashwani Gujral",0
13-May-16,Buy Kotak Mahindra Bank 730 Call: VK Sharma,0
12-May-16,Hold Kotak Mahindra Bank: Avinash Gorakshakar,0
12-May-16,"Buy Kotak Mahindra Bank, TV18 Broadcast, DLF: CA Rudramurthy BV ",0
12-May-16,Uday Kotak sole Indian financier in Forbes' most powerful list,0
12-May-16,"Hold IndusInd Bank, Kotak Bank: Mayuresh Joshi",0
12-May-16,"Buy Kotak Bank, Lloyd Electric may test Rs 273: Prakash Gaba",0
11-May-16,Loan growth for FY17 to be around 20%: Kotak Mahindra Bank,0
11-May-16,"Buy Kotak Mahindra Bank, HDFC Bank: Ambareesh Baliga",0
11-May-16,Kotak Bk a stock to hold for its cheap valuation:Hemindra Hazari,0
11-May-16,Kotak Mahindra Bank recommends dividend,0
11-May-16,"Kotak Mahindra Bank Q4 net may jump 8%, NII seen at Rs 1832 cr",0
11-May-16,"Buy Kotak Mahindra Bank, Larsen & Toubro: Ashwani Gujral",0
10-May-16,Kotak Mahindra Prime to raise Rs 50 cr via debentures,0
09-May-16,"Buy Kotak Mahindra Bank, Escorts, KPIT Tech: Ashwani Gujral",0
09-May-16,Kotak Mahindra Bank's director Asim Ghosh retires,0
06-May-16,"Buy HDFC, Kotak Bank; short Vedanta, Ambuja Cements: Harchekar",1
06-May-16,"Sell Kotak Mahindra Bank, Tata Steel; buy Voltas: Ashwani Gujral",1
04-May-16,ICICI sheds 10%+ in a week as investors seek safer bank stocks,0
04-May-16,Kotak Bank opens international unit in Gujarat's GIFT City,0
02-May-16,"Prefer YES Bank, IndusInd Bank, HDFC Bank: Anand Tandon",0
28-Apr-16,"Bullish on YES Bank, IndusInd Bank, HDFC Bank: Hemant Thukral",0
27-Apr-16,"Buy Zee Entertainment, Kotak Bank; sell UPL: Wagle",0
26-Apr-16,DBS back in the black; gets aggressive with 7% on SB deposits,0
26-Apr-16,"Pick YES Bank, Kotak Mahindra Bank: SP Tulsian",0
22-Apr-16,"Pick Larsen & Toubro, Kotak Mahindra Bank: Neeraj Dewan",0
13-Apr-16,"Buy Maruti Suzuki, Kotak Bank, JSPL: Sudarshan Sukhani",0
11-Apr-16,CLSA initiates with outperform on Kotak post integration of ING,0
08-Apr-16,"Buy Mukta Arts, Hero MotoCorp, Kotak Mahindra Bank: Rajat Bose",0
07-Apr-16,Aim to clock Rs 2800 cr revenue in FY17: Diamond Power,0
05-Apr-16,"Add Power Grid to portfolio, says Parag Thakkar",0
04-Apr-16,UCO Bank revises lending rates based on marginal cost,0
01-Apr-16,Consumer loans become cheaper as banks adopt new rate formula,0
01-Apr-16,"Buy Havells, SKS Micro, Kotak Bank, BHEL: Sandeep Wagle",0
29-Mar-16,"Go long in Just Dial 700 Put, Kotak Bank may hit Rs 705: LKP",0
29-Mar-16,"Short L&T, IndusInd Bank; go long in Kotak Bank: Siddarth Bhamre",0
23-Mar-16,"Prefer Infosys, Kotak Mahindra Bank: Pankaj Jain",0
23-Mar-16,Kotak Mahindra Bank: FII investment limit increases to 55% ,0
22-Mar-16,Buy Kotak Mahindra Bank: Parag Thakkar,0
22-Mar-16,"Buy Ashok Leyland, L&T, HUL, Kotak Mahindra Bank: Prakash Gaba",0
21-Mar-16,"Sell Canara Bank, Kotak Bank; buy Infosys: Ashwani Gujral",0
18-Mar-16,ICICI Bank may test Rs 345: Gaurang Shah,0
17-Mar-16,"Buy Kotak Bank, United Spirits, Dish TV may test Rs 85: Gaba",0
16-Mar-16,"Buy Axis Bank, Kotak Mahindra Bank, HDFC: Ashwani Gujral",0
16-Mar-16,"Buy Kotak Mahindra Bank, YES Bank: Sudarshan Sukhani",0
15-Mar-16,"Like YES Bank, HDFC Bank, IndusInd Bank, Kotak Bank: Irani",0
10-Mar-16,"Buy Kotak Mahindra Bank 660 Call, L&T 1220 Call: VK Sharma",0
10-Mar-16,Foreign investors can buy stake in Kotak Bank: RBI,0
09-Mar-16,"Buy Tata Motors, SBI, Kotak Mahindra Bank: Ashwani Gujral",0
02-Mar-16,"Sumitomo Mitsui offloads Rs 2,069 cr stake in Kotak Mahindra",0
23-Feb-16,Kotak Mahindra to buy 19.9% in Airtel M Commerce for Rs 98-cr,0
18-Feb-16,Stocks you can buy today & sell tomorrow,0
18-Feb-16,"Buy Sun Pharma, Cairn, Tata Steel, BoB, Torrent Pharma: Gujral",0
18-Feb-16,6 trading stocks for short term gain,0
17-Feb-16,"Dr Reddy's board approves share buyback for Rs 1,569.4 cr",0
17-Feb-16,"Buy BPCL, Adani Port, Kotak Mahindra Bank: Gujral",0
16-Feb-16,"Sell BPCL; buy SBI, Axis Bank on dips: Ashwani Gujral",0
16-Feb-16,India's micro environment challenging in robust macro:Uday Kotak,0
11-Feb-16,"Sell BEL, Jubilant Foodworks, Kotak Mahindra Bank: Manas Jaiswal",0
08-Feb-16,"Buy Siemens, Kotak Mahindra Bank; short TCS: Sameet Chavan",1
04-Feb-16,Banks need to live on the edge in this age: Uday Kotak,1
02-Feb-16,RBI's move as expected; banking key in Budget 2016: Uday Kotak,1
28-Jan-16,Hold Kotak Mahindra Bank; target of Rs 716: Edelweiss,0
22-Jan-16,Hold Kotak Mahindra; target of Rs 677:ICICIDirect,0
22-Jan-16,Accumulate Kotak Mahindra; target of Rs 725: Prabhudas Lilladher,0
22-Jan-16,Buy Kotak Mahindra; target of Rs 900: Religare,0
22-Jan-16,Buy Kotak Mahindra; target of Rs 667: Khambatta Securities,0
20-Jan-16,"Sell Infosys, Kotak Mahindra Bank; buy Havells: Gaurav Bissa",0
18-Jan-16,"Like HDFC Bank over Kotak Mahindra Bank, says Mayuresh Joshi",0
18-Jan-16,Exit IDFC Bank at around Rs 48: Vishal Malkan,0
18-Jan-16,"Kotak Mahindra Bank Q3 profit rises 11.5%, provisions higher",0
15-Jan-16,Asian Paints may test Rs 926: Amit Gupta,0
14-Jan-16,"Buy HDFC Bank, IndusInd Bank, Kotak Bank: Sudip Bandopadhyay",0
13-Jan-16,Reliance Industries may test Rs 1210-1220: Prakash Diwan,0
12-Jan-16,"Buy Federal Bank, cautious on IndusInd Bank: SP Tulsian",0
12-Jan-16,"Short Kotak Mahindra Bank, Divis Lab: Sameet Chavan",0
11-Jan-16,"Sell Kotak Bank, Divis Lab; buy Power Grid: Sameet Chavan",1
08-Jan-16,"Yes Bank looks good; pick Snowman Logistics, Gati: Rajat Bose",1
07-Jan-16,"Buy Infosys, cautious on IT, avoid PSU banks: Sudip Bandopadhyay",1
07-Jan-16,"Prefer Kotak Mahindra Bank, Yes Bank: SP Tulsian",1
07-Jan-16,"Sell Kotak Mahindra Bank, Aurobindo Pharma: Sameet Chavan",1
05-Jan-16,"Kotak Mahindra Bank's Q3 results on January 18, 2016",1
01-Jan-16,"Buy Kotak Mahindra Bank 720 Call, Yes Bank 720 Put: VK Sharma",1
01-Jan-16,Kotak Mahindra Bank's Int subsidiary buys stake in HMVL,1
24-Dec-15,"Pick Kotak Mah Bank, IndusInd Bank: SP Tulsian",1
23-Dec-15,Sell Bank of India; prefer IndusInd Bank: Pankaj Jain,0
22-Dec-15,"Short Lupin, Kotak Mahindra Bank: Amit Harchekar",0
22-Dec-15,Hope to become a big player in dairy biz: Adi Godrej,0
21-Dec-15,Kotak Mahindra Bank buys stake worth Rs 91cr in Godrej Prop,0
21-Dec-15,Bank of Baroda may slip to Rs 152-155: Rajat Bose,0
18-Dec-15,"Sell Axis Bank, target Rs 425.50: Rajat Bose",0
17-Dec-15,"Buy Kotak Bank 780 Call, Axis Bank 445 Call: VK Sharma",0
16-Dec-15,"Like Kotak Bank, Colgate; buy India Cements: Prakash Gaba",0
15-Dec-15,Canada's Pension Fund invests Rs 1000 cr in L&T's infra arm,0
15-Dec-15,"Buy Pidilite Ind, bullish on Kotak Bank: Parag Thakkar",0
15-Dec-15,Buy Kotak Mahindra Bank; sell Wipro: Manas Jaiswal,0
11-Dec-15,Buy Suven Life Sciences: Rajat Bose,0
11-Dec-15,"Buy Yes Bank 700 Put, Kotak Bank 680 Call: VK Sharma",0
10-Dec-15,"Citi, SBI Caps, 6 others in race to manage Concor sale",0
08-Dec-15,Alibaba.com aims to more than double India user base,0
02-Dec-15,"Sell IDFC on rallies, says Pankaj Jain",0
27-Nov-15,Expect RBI Guv to hold rates on Tuesday: Uday Kotak,0
23-Nov-15,"Look at auto, bank, OMC space: Rahul Shah",1
23-Nov-15,Buy Kotak Mahindra Bank: Rahul Shah,1
20-Nov-15,"Buy Eicher Motors on dips, says Gaurang Shah",1
19-Nov-15,Prefer Kotak Mahindra Bank: Prakash Diwan,0
16-Nov-15,Kotak Mahindra Bank may test Rs 700: Rahul Shah,0
16-Nov-15,Kotak Mahindra Bank may touch Rs 685-690: Hemant Thukral,0
13-Nov-15,Kotak Bank may test Rs 693; short Cairn India: Jaiswal,0
04-Nov-15,Hold Kotak Mahindra Bank; target of Rs 685: KRChoksey,0
04-Nov-15,Hold Kotak Mahindra Bank; target of Rs 659:Edelweiss,0
03-Nov-15,Accumulate Kotak Bank; target of Rs 715: P Lilladher,0
03-Nov-15,"Buy Kotak Mahindra Bank, says Amit Harchekar",0
02-Nov-15,"Go long in Kotak Mahindra Bank, target Rs 715: Rahul Shah",0
02-Nov-15,Kotak Mahindra Bank may test Rs 710-715: Hemant Thukral,0
30-Oct-15,"Prefer ICICI Bank, can rise by 3-4%: Rajat Bose",0
30-Oct-15,Kotak Mahindra Bank Q2 profit jumps 3-fold to Rs 569.5 cr,0
29-Oct-15,"Sell YES Bank, L&T; buy ONGC on dips: Siddarth Bahmre",0
28-Oct-15,Scope for 25-50 bps fall in lending rates: HDFC Bank,0
26-Oct-15,Loan rejig to pare finance cost by Rs 110cr: Sadbhav Infra,0
15-Oct-15,"Money laundering scam: ICICI, OBC, Axis Bank in ED's net",0
13-Oct-15,Kotak rolls out mobile banking app with no Internet,0
13-Oct-15,"Go long in PNB, target Rs 149-150: Siddarth Bahmre",0
12-Oct-15,"Buy Kotak Mahindra Bank 670 call, says Rahul Shah",0
08-Oct-15,"Buy Kotak Mahindra Bank, says Sudarshan Sukhani",0
07-Oct-15,"NCDEX, Kotak Mahindra Bk pact to provide commodities loans",0
05-Oct-15,"Buy Kotak Mahindra Bank, says Rahul Shah",0
01-Oct-15,Dena Bank reduces base rate by 0.30% to 9.70%,0
01-Oct-15,"Kotak Mahindra, YES Bank cut base rate by 25 bps",0
01-Oct-15,Kotak Mahindra Bank revises its base rate to 9.50%,0
01-Oct-15,"Kotak Mahindra Bank's Q2 results on Oct 29, 2015",0
30-Sep-15,"Exit SBI, invest in IndusInd Bank: Vishal Malkan",0
29-Sep-15,Nothing wrong in expecting atleast 25bps cut by banks: Axis,0
29-Sep-15,Super Six stocks you can give you handsome returns,0
28-Sep-15,"Buy Kotak Mahindra Bank, target Rs 695: Rahul Shah",0
24-Sep-15,Kotak Mahindra Bank to issue up to 5 mn depository receipts,0
24-Sep-15,Kotak Mahindra Bank: Outcome of board meeting,0
24-Sep-15,Kotak Mahindra Bank intraday buy: Sudarshan Sukhani,0
23-Sep-15,"Prefer HDFC Bank, Dalmia Bharat: Mehraboon Irani",0
21-Sep-15,"Buy Kotak Mahindra Bank, target Rs 690: Rahul Shah",0
21-Sep-15,"Bull's Eye: Buy IGL, Bajaj Corp, IDFC, Fortis Health, UBL",0
15-Sep-15,"Goldman Sachs upgrades ICICI, Axis, YES, Kotak Mah Bank",0
14-Sep-15,"Look at HDFC Bank, Kotak Mahindra Bank: Basant Maheshwari",0
10-Sep-15,6 stocks likely to see lot of action today,0
07-Sep-15,"Buy HDFC Bank, Kotak Mahindra Bank: Ambareesh Baliga",0
03-Sep-15,"Buy HDFC Bank, HDFC, Kotak Bank: Mehraboon Irani",0
02-Sep-15,Kotak Mahindra Bank can head towards Rs 585-590: AB Money,0
01-Sep-15,Banks crash; Nomura says base rate cut likely to hit NIM,0
01-Sep-15,Prefer IndusInd Bank for long term: Parag Thakkar,0
31-Aug-15,"Prefer Axis Bank, HDFC Bank, Kotak Bank: Ambareesh Baliga",0
26-Aug-15,"Cipla can slip to Rs 600, says Amit Gupta",0
24-Aug-15,"Hold Kotak Mahindra Bank, says Sameet Chavan",1
24-Aug-15,See lower levels in Kotak Mahindra Bank: Sudarshan Sukhani,1
21-Aug-15,"Sell Kotak Mahindra Bank, target Rs 680: Rajat Bose",1
19-Aug-15,"Invest in SBI, Kotak Mahindra Bank: Gaurang Shah",1
19-Aug-15,"Pick IndusInd Bank, expect move to Rs 1070: ICICIdirect",1
18-Aug-15,Bad debts cloud outlook for India's private sector banks,1
18-Aug-15,"Hold Kotak Mahindra Bank, IndusInd Bank: Rahul Mohindar",1
14-Aug-15,Kotak Mahindra Bank may hit Rs 704: Rajat Bose,1
13-Aug-15,"Short YES Bank, Kotak Mahindra Bank: Amit Harchekar",1
07-Aug-15,Look at Kotak Mahindra Bank: VK Sharma,0
31-Jul-15,"Prefer banking, NBFC space: Dipan Mehta",0
31-Jul-15,Experts see Rs 370 as fair value for ICICI Bank,0
31-Jul-15,Kotak Mahindra Bank sees cost rise after ING Vysya deal,0
30-Jul-15,Kotak Mah Bank Q1 net down 56%; provisions up 22x on merger,0
30-Jul-15,"Short Kotak Mahindra Bank, may move lower: Amit Harchekar",0
29-Jul-15,Govt clears seven FDI proposals worth Rs 981 crore,0
29-Jul-15,Like Kotak Mahindra Bank: Sudip Bandopadhyay,0
28-Jul-15,Kotak Mahindra International sells 3.51% stake in Ceat,1
28-Jul-15,"Prefer Kotak Bank, Maruti, Dr Reddy's: Phani Sekhar",1
20-Jul-15,Narayana Murthy's Catamaran invests in payment co Innoviti,1
16-Jul-15,"Buy Kotak Mahindra Bank, Axis Bank: Manas Jaiswal",1
16-Jul-15,"Buy Kotak Mahindra Bank, Strides Arcolab: Manas Jaiswal",1
15-Jul-15,Kotak flags concerns over privacy & security in digital era,1
13-Jul-15,Like DCB Bank; Axis Bank can outperform: Rahul Mohindar,0
13-Jul-15,"Buy Kotak Mahindra Bank, HDFC, Hindalco: Rahul Mohindar",0
10-Jul-15,Gaurang Shah positive on Kotak Mahindra Bank,0
10-Jul-15,"Remain invested in Voltas, says Gaurang Shah",0
09-Jul-15,Use dips to enter IndusInd Bank: Rahul Mohindar,0
09-Jul-15,"Kotak Mahindra Bank may test Rs 740, says Rahul Mohindar",0
08-Jul-15,Kotak Mahindra Bank: Updates on outcome of AGM,0
06-Jul-15,"Kotak Mahindra Bank's Q1 results on July 30, 2015",0
03-Jul-15,Look at Kotak Mahindra Bank: Hemindra Hazari,0
03-Jul-15,Buy Kotak Mahindra Bank; short YES Bank: Siddarth Bhamre,0
03-Jul-15,"Buy Kotak Bank 1440 Call, sell 1500 Call: Krish Subramanyam",0
01-Jul-15,Kotak Mahindra Bank lowers base rate to 9.75%,0
01-Jul-15,"FIPB to consider Kotak Bank, 12 other proposals on July 3",0
30-Jun-15,Lakshmi Vilas Bank cuts base rate by 0.15%,0
30-Jun-15,"Buy IndusInd Bank, BPCL, HUL, Kotak Bank: Hathiramani",0
29-Jun-15,Kotak Mahindra Bank: Outcome of AGM,0
26-Jun-15,"Axis Bank queues up, cuts base rate by 10 bps to 9.85%",0
26-Jun-15,"Bharti Airtel may hit Rs 500, Idea Cellular Rs 230: Shah",0
26-Jun-15,Fairfax's Watsa to buy Indian logistics firm NCMSL: Sources,0
25-Jun-15,ICICI Bank cuts base rate by 5 bps to 9.70%,0
25-Jun-15,"TS Harihar negative on PSU banks, positive on private banks",0
25-Jun-15,Executive order needed to solve FDI insurance issue: EY,0
24-Jun-15,"Look at Pidilite Industries, Kotak Bank: Saurabh Mukherjea",0
22-Jun-15,"Look at HDFC Bank, L&T, YES Bank, Kotak Bank: Kunal Bothra",0
22-Jun-15,"Private sector banks top pick, avoid PSU banks: Dipan Mehta",0
16-Jun-15,Lakshmi Vilas Bank raises deposit rates by 1%,0
16-Jun-15,"Exit Kotak Mahindra Bank, says Shahina Mukadam",0
15-Jun-15,FIPB again defers Kotak Bank proposal for raising FII limit,0
15-Jun-15,"Short Axis Bank, says Sameet Chavan",0
12-Jun-15,"Prefer Infosys, TCS, Axis Bank, HDFC Bank: Gaurang Shah",0
12-Jun-15,"Buy Kotak Mahindra Bank 1280 Put, advises VK Sharma",0
10-Jun-15,"Short Kotak Mahindra Bank, says Siddarth Bhamre",0
10-Jun-15,Banks see new bad debt rules as step in right direction,0
09-Jun-15,"Sell Kotak Mahindra Bank, Allahabad Bank: Manas Jaiswal",0
05-Jun-15,"Kotak Mahindra Bank, ING Bank sign MoU for cross-border biz",0
05-Jun-15,"Pick Sun Pharma, L&T, Maruti Suzuki: Gaurang Shah",0
04-Jun-15,Look at Kotak Mahindra Bank: CK Narayan,0
03-Jun-15,"Kotak Mahindra Bank's AGM on June 29, 2015",0
28-May-15,FIPB defers Kotak Bank's proposal to hike FDI limit,1
19-May-15,Stay with private sector banks: Anand Tandon,0
18-May-15,"Buy Kotak Mahindra Bank, says Sameet Chavan",1
15-May-15,"Buy Kotak Mahindra Bank, Tata Steel, Bajaj Auto: Mohindar",0
07-May-15,Hold Kotak Mahindra Bank; target of Rs 1437: ICICIdirect,0
07-May-15,Sell ICICI Bank: Sudarshan Sukhani,0
